request_id,request_dt,service_type,priority,expected_minutes,due_dt,status,completed_dt
R0000578,2025-11-16 12:54:56,F&B,Standard,25,2025-11-16 14:14:56,Completed,2025-11-16 13:46:56
R0000579,2025-11-16 19:53:11,Housekeeping,Standard,35,2025-11-16 22:46:11,Completed,2025-11-16 21:03:11
R0000580,2025-11-16 20:48:15,F&B,Standard,25,2025-11-16 21:56:15,Completed,2025-11-16 21:26:15
R0000581,2025-11-16 18:38:35,Housekeeping,Standard,35,2025-11-16 21:29:35,Completed,2025-11-16 19:16:35
R0000582,2025-11-16 21:30:37,F&B,Standard,25,2025-11-16 22:55:37,Completed,2025-11-16 22:09:37
R0000583,2025-11-16 22:33:53,F&B,Standard,25,2025-11-16 23:57:53,Completed,2025-11-16 23:29:53
R0000584,2025-11-16 16:35:16,F&B,Standard,25,2025-11-16 18:22:16,Completed,2025-11-16 17:25:16
R0000585,2025-11-16 20:02:11,Housekeeping,Standard,35,2025-11-16 22:22:11,Completed,2025-11-16 20:43:11
R0000586,2025-11-16 07:54:09,Housekeeping,Standard,35,2025-11-16 10:52:09,Completed,2025-11-16 08:49:09
R0000587,2025-11-16 22:22:45,Maintenance,Standard,55,2025-11-17 00:42:45,Completed,2025-11-16 23:40:45
R0000588,2025-11-16 13:51:06,Housekeeping,Standard,35,2025-11-16 16:42:06,Completed,2025-11-16 14:51:06
R0000589,2025-11-16 18:09:54,FrontDesk,Standard,12,2025-11-16 20:57:54,Completed,2025-11-16 18:28:54
R0000590,2025-11-16 21:40:21,Maintenance,Standard,55,2025-11-16 23:00:21,Completed,2025-11-16 23:01:21
R0000591,2025-11-16 11:03:32,F&B,Standard,25,2025-11-16 13:35:32,Completed,2025-11-16 11:29:32
R0000592,2025-11-16 21:22:58,F&B,Standard,25,2025-11-16 22:45:58,Completed,2025-11-16 22:16:58
R0000593,2025-11-16 19:09:46,Housekeeping,Standard,35,2025-11-16 22:01:46,Completed,2025-11-16 19:55:46
R0000594,2025-11-16 13:23:44,Housekeeping,Standard,35,2025-11-16 14:53:44,Completed,2025-11-16 14:06:44
R0000595,2025-11-16 13:59:42,Housekeeping,Urgent,18,2025-11-16 14:20:42,Completed,2025-11-16 14:34:42
R0000596,2025-11-16 21:17:18,Housekeeping,Standard,35,2025-11-16 22:56:18,Completed,2025-11-16 21:58:18
R0000597,2025-11-16 16:55:03,Housekeeping,Urgent,18,2025-11-16 17:45:03,Completed,2025-11-16 17:34:03
R0000598,2025-11-16 08:42:35,FrontDesk,Standard,12,2025-11-16 10:02:35,Completed,2025-11-16 08:56:35
R0000599,2025-11-16 13:33:49,F&B,Standard,25,2025-11-16 14:58:49,Completed,2025-11-16 14:11:49
R0000600,2025-11-16 16:38:47,F&B,Standard,25,2025-11-16 17:51:47,Completed,2025-11-16 17:23:47
R0000601,2025-11-16 19:54:32,Maintenance,Urgent,30,2025-11-16 20:24:32,Completed,2025-11-16 20:32:32
R0000602,2025-11-16 14:12:23,F&B,Standard,25,2025-11-16 16:03:23,Completed,2025-11-16 14:46:23
R0000603,2025-11-16 17:18:04,F&B,Standard,25,2025-11-16 19:38:04,Completed,2025-11-16 17:55:04
R0000604,2025-11-16 15:03:36,Maintenance,Standard,55,2025-11-16 16:23:36,Completed,2025-11-16 16:24:36
R0000605,2025-11-16 15:49:21,F&B,Standard,25,2025-11-16 18:06:21,Completed,2025-11-16 16:15:21
R0000606,2025-11-16 17:39:31,Maintenance,Standard,55,2025-11-16 20:14:31,Completed,2025-11-16 18:32:31
R0000607,2025-11-16 14:00:23,F&B,Standard,25,2025-11-16 16:36:23,Open,
R0000608,2025-11-16 07:18:07,Housekeeping,Standard,35,2025-11-16 09:10:07,Completed,2025-11-16 08:00:07
R0000609,2025-11-16 18:39:33,Housekeeping,Standard,35,2025-11-16 20:58:33,Completed,2025-11-16 19:33:33
R0000610,2025-11-16 14:23:47,Housekeeping,Standard,35,2025-11-16 15:26:47,Completed,2025-11-16 15:37:47
R0000611,2025-11-16 21:33:46,F&B,Standard,25,2025-11-16 22:40:46,Completed,2025-11-16 22:01:46
R0000612,2025-11-16 21:55:02,Housekeeping,Standard,35,2025-11-17 00:02:02,Completed,2025-11-16 22:52:02
R0000613,2025-11-16 21:09:30,F&B,Standard,25,2025-11-16 23:53:30,Completed,2025-11-16 21:53:30
R0000614,2025-11-16 09:57:28,FrontDesk,Standard,12,2025-11-16 12:11:28,Completed,2025-11-16 10:24:28
R0000615,2025-11-16 18:25:02,F&B,Standard,25,2025-11-16 21:15:02,In_Progress,
R0000616,2025-11-16 12:15:58,FrontDesk,Urgent,6,2025-11-16 13:14:58,Completed,2025-11-16 12:45:58
R0000617,2025-11-16 19:33:13,F&B,Standard,25,2025-11-16 22:08:13,Completed,2025-11-16 20:29:13
R0000618,2025-11-16 14:17:27,F&B,Standard,25,2025-11-16 16:01:27,Completed,2025-11-16 15:11:27
R0000619,2025-11-16 16:47:40,Housekeeping,Standard,35,2025-11-16 17:49:40,Completed,2025-11-16 17:34:40
R0000620,2025-11-16 18:08:01,Housekeeping,Standard,35,2025-11-16 20:11:01,Completed,2025-11-16 19:06:01
R0000621,2025-11-16 16:04:45,Housekeeping,Standard,35,2025-11-16 17:10:45,Completed,2025-11-16 16:41:45
R0000622,2025-11-16 19:42:38,FrontDesk,Standard,12,2025-11-16 22:26:38,Completed,2025-11-16 19:55:38
R0000623,2025-11-16 11:38:40,Maintenance,Standard,55,2025-11-16 14:01:40,Completed,2025-11-16 12:46:40
R0000624,2025-11-16 18:27:06,Housekeeping,Urgent,18,2025-11-16 18:45:06,Completed,2025-11-16 18:59:06
R0000625,2025-11-16 12:58:22,FrontDesk,Standard,12,2025-11-16 15:14:22,Completed,2025-11-16 13:34:22
R0000626,2025-11-16 11:09:11,FrontDesk,Standard,12,2025-11-16 13:28:11,Completed,2025-11-16 11:36:11
R0000627,2025-11-16 14:29:41,FrontDesk,Standard,12,2025-11-16 16:04:41,Completed,2025-11-16 15:00:41
R0000628,2025-11-16 10:22:36,F&B,Standard,25,2025-11-16 12:36:36,Completed,2025-11-16 11:01:36
R0000629,2025-11-16 20:34:29,FrontDesk,Urgent,6,2025-11-16 20:59:29,Completed,2025-11-16 20:44:29
R0000630,2025-11-16 07:10:21,FrontDesk,Urgent,6,2025-11-16 07:53:21,Completed,2025-11-16 07:36:21
R0000631,2025-11-16 19:17:45,F&B,Standard,25,2025-11-16 21:38:45,In_Progress,
R0000632,2025-11-16 19:31:04,Housekeeping,Standard,35,2025-11-16 21:04:04,Completed,2025-11-16 20:13:04
R0000633,2025-11-16 14:38:41,F&B,Standard,25,2025-11-16 17:01:41,Completed,2025-11-16 15:24:41
R0000634,2025-11-16 12:43:29,FrontDesk,Standard,12,2025-11-16 14:03:29,Completed,2025-11-16 13:24:29
R0000635,2025-11-16 22:06:06,Housekeeping,Standard,35,2025-11-17 00:14:06,Completed,2025-11-16 22:38:06
R0000636,2025-11-16 20:40:00,Housekeeping,Standard,35,2025-11-16 22:08:00,Completed,2025-11-16 21:35:00
R0000637,2025-11-16 20:15:48,F&B,Standard,25,2025-11-16 23:02:48,Completed,2025-11-16 20:59:48
R0000638,2025-11-16 11:33:57,FrontDesk,Standard,12,2025-11-16 13:06:57,Completed,2025-11-16 11:57:57
R0000639,2025-11-16 22:32:20,F&B,Standard,25,2025-11-17 00:42:20,In_Progress,
R0000640,2025-11-16 21:03:23,F&B,Standard,25,2025-11-16 22:13:23,Completed,2025-11-16 21:17:23
R0000641,2025-11-16 08:39:33,FrontDesk,Standard,12,2025-11-16 10:45:33,Completed,2025-11-16 08:52:33
R0000642,2025-11-16 10:21:08,F&B,Standard,25,2025-11-16 13:09:08,Completed,2025-11-16 10:58:08
R0000643,2025-11-16 10:43:35,Housekeeping,Standard,35,2025-11-16 12:30:35,Completed,2025-11-16 11:33:35
R0000644,2025-11-16 18:01:04,Housekeeping,Standard,35,2025-11-16 20:02:04,Completed,2025-11-16 18:52:04
R0000645,2025-11-16 07:48:18,FrontDesk,Standard,12,2025-11-16 10:46:18,Completed,2025-11-16 08:26:18
R0000646,2025-11-16 07:17:47,F&B,Standard,25,2025-11-16 08:26:47,Completed,2025-11-16 08:17:47
R0000647,2025-11-16 11:25:54,Housekeeping,Standard,35,2025-11-16 12:46:54,Completed,2025-11-16 12:28:54
R0000648,2025-11-16 15:16:37,Housekeeping,Standard,35,2025-11-16 17:46:37,Completed,2025-11-16 16:01:37
R0000649,2025-11-16 07:04:20,Housekeeping,Standard,35,2025-11-16 09:26:20,Completed,2025-11-16 08:04:20
R0000650,2025-11-16 20:22:28,FrontDesk,Standard,12,2025-11-16 23:17:28,Completed,2025-11-16 20:51:28
R0000651,2025-11-16 14:41:26,FrontDesk,Standard,12,2025-11-16 16:00:26,Completed,2025-11-16 15:07:26
R0000652,2025-11-16 18:58:24,F&B,Urgent,12,2025-11-16 19:24:24,Completed,2025-11-16 19:29:24
R0000653,2025-11-16 20:22:51,F&B,Standard,25,2025-11-16 22:09:51,Completed,2025-11-16 20:45:51
R0000654,2025-11-16 17:04:19,F&B,Standard,25,2025-11-16 19:21:19,Completed,2025-11-16 17:47:19
R0000655,2025-11-16 10:16:47,F&B,Standard,25,2025-11-16 12:00:47,Completed,2025-11-16 10:46:47
R0000656,2025-11-16 07:27:39,Housekeeping,Standard,35,2025-11-16 08:28:39,Completed,2025-11-16 08:38:39
R0000657,2025-11-16 22:41:09,F&B,Standard,25,2025-11-17 01:23:09,Completed,2025-11-16 23:22:09
R0000658,2025-11-16 16:12:45,Housekeeping,Standard,35,2025-11-16 17:15:45,Completed,2025-11-16 16:57:45
R0000659,2025-11-16 21:19:33,Housekeeping,Standard,35,2025-11-17 00:04:33,Completed,2025-11-16 21:49:33
R0000660,2025-11-16 14:27:59,FrontDesk,Standard,12,2025-11-16 16:47:59,Completed,2025-11-16 14:46:59
R0000661,2025-11-16 07:26:50,F&B,Standard,25,2025-11-16 10:17:50,Open,
R0000662,2025-11-16 18:47:42,F&B,Standard,25,2025-11-16 21:08:42,Completed,2025-11-16 19:23:42
R0000663,2025-11-16 13:01:51,Housekeeping,Standard,35,2025-11-16 14:15:51,Completed,2025-11-16 13:34:51
R0000664,2025-11-16 09:15:57,F&B,Standard,25,2025-11-16 10:41:57,Completed,2025-11-16 10:07:57
R0000665,2025-11-16 19:23:34,Housekeeping,Standard,35,2025-11-16 21:51:34,Completed,2025-11-16 20:24:34
R0000666,2025-11-16 14:48:24,Housekeeping,Standard,35,2025-11-16 17:30:24,Completed,2025-11-16 16:00:24
R0000667,2025-11-16 21:51:41,Housekeeping,Standard,35,2025-11-16 23:22:41,Completed,2025-11-16 22:36:41
R0000668,2025-11-16 15:48:37,FrontDesk,Standard,12,2025-11-16 18:18:37,Completed,2025-11-16 16:06:37
R0000669,2025-11-16 13:22:21,Housekeeping,Urgent,18,2025-11-16 14:08:21,Open,
R0000670,2025-11-16 14:54:02,FrontDesk,Standard,12,2025-11-16 16:33:02,Completed,2025-11-16 15:37:02
R0000671,2025-11-17 22:10:06,FrontDesk,Standard,12,2025-11-18 00:08:06,Completed,2025-11-17 22:30:06
R0000672,2025-11-17 19:25:46,F&B,Standard,25,2025-11-17 21:38:46,Completed,2025-11-17 20:09:46
R0000673,2025-11-17 11:17:16,FrontDesk,Standard,12,2025-11-17 12:52:16,Completed,2025-11-17 11:42:16
R0000674,2025-11-17 11:26:14,Housekeeping,Standard,35,2025-11-17 13:56:14,Open,
R0000675,2025-11-17 10:08:58,Maintenance,Standard,55,2025-11-17 12:54:58,Completed,2025-11-17 10:57:58
R0000676,2025-11-17 08:38:47,F&B,Standard,25,2025-11-17 11:14:47,Open,
R0000677,2025-11-17 21:18:00,F&B,Standard,25,2025-11-17 22:53:00,Completed,2025-11-17 22:11:00
R0000678,2025-11-17 13:35:34,F&B,Standard,25,2025-11-17 16:00:34,Completed,2025-11-17 14:12:34
R0000679,2025-11-17 19:32:13,Maintenance,Standard,55,2025-11-17 22:14:13,Completed,2025-11-17 20:20:13
R0000680,2025-11-17 20:37:10,Housekeeping,Urgent,18,2025-11-17 20:54:10,Completed,2025-11-17 21:15:10
R0000681,2025-11-17 17:59:57,FrontDesk,Standard,12,2025-11-17 19:47:57,Completed,2025-11-17 18:12:57
R0000682,2025-11-17 18:42:30,FrontDesk,Standard,12,2025-11-17 19:53:30,Completed,2025-11-17 18:51:30
R0000683,2025-11-17 18:34:45,Maintenance,Standard,55,2025-11-17 20:01:45,Completed,2025-11-17 19:55:45
R0000684,2025-11-17 19:10:08,F&B,Standard,25,2025-11-17 20:44:08,Completed,2025-11-17 20:07:08
R0000685,2025-11-17 18:02:09,Housekeeping,Standard,35,2025-11-17 20:42:09,Completed,2025-11-17 18:41:09
R0000686,2025-11-17 17:18:00,FrontDesk,Standard,12,2025-11-17 19:06:00,Completed,2025-11-17 17:48:00
R0000687,2025-11-17 22:46:03,F&B,Standard,25,2025-11-18 01:04:03,Completed,2025-11-17 23:36:03
R0000688,2025-11-17 20:26:56,Housekeeping,Standard,35,2025-11-17 22:58:56,Completed,2025-11-17 21:30:56
R0000689,2025-11-17 13:41:07,Maintenance,Standard,55,2025-11-17 15:01:07,Completed,2025-11-17 14:59:07
R0000690,2025-11-17 07:55:21,F&B,Standard,25,2025-11-17 10:11:21,Completed,2025-11-17 08:20:21
R0000691,2025-11-17 18:44:38,F&B,Standard,25,2025-11-17 21:04:38,Completed,2025-11-17 19:37:38
R0000692,2025-11-17 13:36:03,F&B,Standard,25,2025-11-17 15:05:03,In_Progress,
R0000693,2025-11-17 22:03:03,F&B,Standard,25,2025-11-18 00:00:03,Completed,2025-11-17 22:36:03
R0000694,2025-11-17 15:42:12,F&B,Standard,25,2025-11-17 18:14:12,Completed,2025-11-17 16:24:12
R0000695,2025-11-17 21:31:42,FrontDesk,Standard,12,2025-11-17 23:19:42,Completed,2025-11-17 21:49:42
R0000696,2025-11-17 20:27:40,Maintenance,Standard,55,2025-11-17 21:38:40,Completed,2025-11-17 21:26:40
R0000697,2025-11-17 10:23:58,FrontDesk,Standard,12,2025-11-17 11:47:58,Completed,2025-11-17 10:40:58
R0000698,2025-11-17 19:38:19,Maintenance,Standard,55,2025-11-17 22:37:19,Open,
R0000699,2025-11-17 18:59:04,F&B,Standard,25,2025-11-17 21:00:04,In_Progress,
R0000700,2025-11-17 10:56:46,Housekeeping,Urgent,18,2025-11-17 11:14:46,Completed,2025-11-17 11:28:46
R0000701,2025-11-17 08:34:09,FrontDesk,Standard,12,2025-11-17 10:45:09,Completed,2025-11-17 08:45:09
R0000702,2025-11-17 21:50:37,Housekeeping,Standard,35,2025-11-18 00:33:37,Completed,2025-11-17 22:21:37
R0000703,2025-11-17 18:29:57,Housekeeping,Standard,35,2025-11-17 20:05:57,Open,
R0000704,2025-11-17 22:51:52,F&B,Urgent,12,2025-11-17 23:49:52,Completed,2025-11-17 23:04:52
R0000705,2025-11-17 09:16:09,FrontDesk,Standard,12,2025-11-17 11:32:09,Completed,2025-11-17 09:28:09
R0000706,2025-11-17 08:27:37,F&B,Standard,25,2025-11-17 11:06:37,Completed,2025-11-17 09:20:37
R0000707,2025-11-17 10:09:40,FrontDesk,Standard,12,2025-11-17 12:04:40,Completed,2025-11-17 10:17:40
R0000708,2025-11-17 16:53:46,F&B,Standard,25,2025-11-17 19:53:46,Completed,2025-11-17 17:24:46
R0000709,2025-11-17 19:32:32,FrontDesk,Standard,12,2025-11-17 20:53:32,Completed,2025-11-17 20:01:32
R0000710,2025-11-17 13:38:56,Housekeeping,Standard,35,2025-11-17 15:06:56,Completed,2025-11-17 14:55:56
R0000711,2025-11-17 19:26:23,F&B,Standard,25,2025-11-17 22:20:23,Completed,2025-11-17 19:53:23
R0000712,2025-11-17 11:13:43,F&B,Standard,25,2025-11-17 12:51:43,Completed,2025-11-17 12:05:43
R0000713,2025-11-17 09:48:53,FrontDesk,Standard,12,2025-11-17 12:32:53,Completed,2025-11-17 09:57:53
R0000714,2025-11-17 20:12:26,FrontDesk,Standard,12,2025-11-17 22:51:26,Completed,2025-11-17 20:42:26
R0000715,2025-11-17 19:23:16,F&B,Urgent,12,2025-11-17 20:22:16,In_Progress,
R0000716,2025-11-17 16:04:24,Maintenance,Standard,55,2025-11-17 18:11:24,Completed,2025-11-17 17:20:24
R0000717,2025-11-17 20:29:05,FrontDesk,Standard,12,2025-11-17 21:29:05,Completed,2025-11-17 20:42:05
R0000718,2025-11-17 10:18:13,Housekeeping,Standard,35,2025-11-17 12:00:13,Completed,2025-11-17 11:00:13
R0000719,2025-11-17 18:34:48,Maintenance,Standard,55,2025-11-17 20:34:48,Completed,2025-11-17 19:51:48
R0000720,2025-11-17 13:18:36,Maintenance,Standard,55,2025-11-17 16:07:36,Completed,2025-11-17 14:36:36
R0000721,2025-11-17 08:38:35,Maintenance,Standard,55,2025-11-17 10:55:35,Completed,2025-11-17 08:54:35
R0000722,2025-11-17 18:30:59,F&B,Standard,25,2025-11-17 21:18:59,Completed,2025-11-17 19:01:59
R0000723,2025-11-17 16:53:51,Housekeeping,Standard,35,2025-11-17 18:02:51,Completed,2025-11-17 17:40:51
R0000724,2025-11-17 19:44:24,FrontDesk,Standard,12,2025-11-17 20:54:24,Completed,2025-11-17 19:53:24
R0000725,2025-11-17 18:48:43,FrontDesk,Standard,12,2025-11-17 20:15:43,Completed,2025-11-17 19:12:43
R0000726,2025-11-17 07:22:32,FrontDesk,Urgent,6,2025-11-17 07:45:32,Completed,2025-11-17 07:31:32
R0000727,2025-11-17 11:03:11,F&B,Standard,25,2025-11-17 13:48:11,Completed,2025-11-17 11:19:11
R0000728,2025-11-17 11:46:11,FrontDesk,Standard,12,2025-11-17 12:49:11,Completed,2025-11-17 11:58:11
R0000729,2025-11-17 21:49:25,Housekeeping,Urgent,18,2025-11-17 22:26:25,Completed,2025-11-17 22:15:25
R0000730,2025-11-17 14:04:51,FrontDesk,Standard,12,2025-11-17 16:05:51,Completed,2025-11-17 14:49:51
R0000731,2025-11-17 13:00:02,F&B,Standard,25,2025-11-17 15:30:02,Completed,2025-11-17 13:14:02
R0000732,2025-11-17 15:06:09,Housekeeping,Standard,35,2025-11-17 17:16:09,Completed,2025-11-17 15:51:09
R0000733,2025-11-17 07:55:49,FrontDesk,Standard,12,2025-11-17 09:38:49,Completed,2025-11-17 08:21:49
R0000734,2025-11-17 09:57:38,Housekeeping,Standard,35,2025-11-17 11:49:38,Completed,2025-11-17 11:01:38
R0000735,2025-11-17 07:40:53,Housekeeping,Standard,35,2025-11-17 09:21:53,Completed,2025-11-17 08:33:53
R0000736,2025-11-17 15:37:35,FrontDesk,Standard,12,2025-11-17 16:37:35,Completed,2025-11-17 16:11:35
R0000737,2025-11-17 13:27:18,F&B,Standard,25,2025-11-17 15:14:18,Completed,2025-11-17 13:55:18
R0000738,2025-11-17 22:43:39,FrontDesk,Standard,12,2025-11-18 01:07:39,Completed,2025-11-17 22:55:39
R0000739,2025-11-17 12:00:16,F&B,Standard,25,2025-11-17 14:27:16,Completed,2025-11-17 12:45:16
R0000740,2025-11-17 11:01:37,FrontDesk,Standard,12,2025-11-17 12:25:37,Completed,2025-11-17 11:33:37
R0000741,2025-11-17 14:07:20,F&B,Standard,25,2025-11-17 15:36:20,Completed,2025-11-17 14:45:20
R0000742,2025-11-17 16:52:43,Housekeeping,Standard,35,2025-11-17 19:12:43,Open,
R0000743,2025-11-17 07:06:21,FrontDesk,Standard,12,2025-11-17 10:05:21,Completed,2025-11-17 07:41:21
R0000744,2025-11-17 13:49:29,Housekeeping,Standard,35,2025-11-17 15:05:29,Completed,2025-11-17 14:32:29
R0000745,2025-11-17 07:09:42,F&B,Standard,25,2025-11-17 08:45:42,Completed,2025-11-17 07:41:42
R0000746,2025-11-17 21:10:54,FrontDesk,Standard,12,2025-11-17 22:22:54,Completed,2025-11-17 21:36:54
R0000747,2025-11-17 09:43:10,Maintenance,Standard,55,2025-11-17 12:35:10,Completed,2025-11-17 10:44:10
R0000748,2025-11-17 16:53:57,Housekeeping,Standard,35,2025-11-17 17:54:57,Completed,2025-11-17 17:34:57
R0000749,2025-11-17 19:38:48,FrontDesk,Urgent,6,2025-11-17 20:11:48,Completed,2025-11-17 20:01:48
R0000750,2025-11-17 08:23:16,Housekeeping,Standard,35,2025-11-17 10:32:16,Open,
R0000751,2025-11-17 21:25:18,FrontDesk,Standard,12,2025-11-17 23:10:18,Completed,2025-11-17 21:55:18
R0000752,2025-11-17 09:03:57,Housekeeping,Standard,35,2025-11-17 10:18:57,Completed,2025-11-17 10:01:57
R0000753,2025-11-17 22:52:57,F&B,Urgent,12,2025-11-17 23:13:57,Completed,2025-11-17 23:29:57
R0000754,2025-11-17 20:56:17,Housekeeping,Standard,35,2025-11-17 22:39:17,Completed,2025-11-17 21:47:17
R0000755,2025-11-17 12:51:01,Housekeeping,Standard,35,2025-11-17 13:59:01,Completed,2025-11-17 13:20:01
R0000756,2025-11-17 21:09:46,FrontDesk,Standard,12,2025-11-17 22:21:46,Completed,2025-11-17 21:26:46
R0000757,2025-11-17 20:12:41,FrontDesk,Urgent,6,2025-11-17 20:41:41,Completed,2025-11-17 20:23:41
R0000758,2025-11-17 07:00:09,Housekeeping,Standard,35,2025-11-17 08:41:09,Completed,2025-11-17 08:00:09
R0000759,2025-11-17 21:27:49,FrontDesk,Standard,12,2025-11-18 00:13:49,Completed,2025-11-17 22:04:49
R0000760,2025-11-17 19:28:16,F&B,Urgent,12,2025-11-17 20:10:16,Completed,2025-11-17 19:57:16
R0000761,2025-11-17 11:02:06,Housekeeping,Standard,35,2025-11-17 13:56:06,Completed,2025-11-17 11:35:06
R0000762,2025-11-17 18:00:53,Housekeeping,Standard,35,2025-11-17 20:33:53,Completed,2025-11-17 19:03:53
R0000763,2025-11-17 14:51:00,Housekeeping,Urgent,18,2025-11-17 15:06:00,Completed,2025-11-17 15:30:00
R0000764,2025-11-17 18:49:42,F&B,Standard,25,2025-11-17 21:19:42,Completed,2025-11-17 19:32:42
R0000765,2025-11-17 12:53:46,F&B,Standard,25,2025-11-17 15:15:46,Completed,2025-11-17 13:30:46
R0000766,2025-11-17 13:48:02,F&B,Urgent,12,2025-11-17 14:31:02,Completed,2025-11-17 14:24:02
R0000767,2025-11-17 13:46:54,F&B,Standard,25,2025-11-17 15:55:54,Open,
R0000768,2025-11-17 12:14:31,Housekeeping,Standard,35,2025-11-17 14:49:31,Completed,2025-11-17 12:49:31
R0000769,2025-11-17 20:02:47,Maintenance,Standard,55,2025-11-17 21:55:47,Open,
R0000770,2025-11-17 09:11:18,F&B,Standard,25,2025-11-17 10:18:18,Completed,2025-11-17 09:50:18
R0000771,2025-11-17 11:12:34,Housekeeping,Standard,35,2025-11-17 13:00:34,Completed,2025-11-17 11:58:34
R0000772,2025-11-17 15:37:34,FrontDesk,Urgent,6,2025-11-17 16:16:34,Completed,2025-11-17 16:14:34
R0000773,2025-11-17 11:48:34,F&B,Standard,25,2025-11-17 13:30:34,Completed,2025-11-17 12:08:34
R0000774,2025-11-17 07:28:11,F&B,Standard,25,2025-11-17 09:46:11,Completed,2025-11-17 08:16:11
R0000775,2025-11-17 13:58:50,FrontDesk,Standard,12,2025-11-17 15:54:50,Completed,2025-11-17 14:32:50
R0000776,2025-11-17 18:45:29,F&B,Standard,25,2025-11-17 20:23:29,Completed,2025-11-17 19:26:29
R0000777,2025-11-17 15:03:59,F&B,Standard,25,2025-11-17 17:20:59,Completed,2025-11-17 15:39:59
R0000778,2025-11-17 07:27:40,FrontDesk,Standard,12,2025-11-17 09:26:40,Completed,2025-11-17 07:55:40
R0000779,2025-11-17 19:51:56,FrontDesk,Standard,12,2025-11-17 22:03:56,Completed,2025-11-17 20:20:56
R0000780,2025-11-17 10:38:30,F&B,Standard,25,2025-11-17 13:35:30,Completed,2025-11-17 11:13:30
R0000781,2025-11-17 08:56:01,Maintenance,Standard,55,2025-11-17 10:37:01,Completed,2025-11-17 09:52:01
R0000782,2025-11-17 14:54:36,FrontDesk,Standard,12,2025-11-17 16:30:36,Completed,2025-11-17 15:04:36
R0000783,2025-11-17 14:03:18,F&B,Standard,25,2025-11-17 16:08:18,In_Progress,
R0000784,2025-11-17 21:02:19,Housekeeping,Standard,35,2025-11-17 23:37:19,Completed,2025-11-17 21:38:19
R0000785,2025-11-17 07:31:32,Maintenance,Standard,55,2025-11-17 09:56:32,Completed,2025-11-17 08:15:32
R0000786,2025-11-17 20:11:16,Housekeeping,Standard,35,2025-11-17 21:59:16,Completed,2025-11-17 21:07:16
R0000787,2025-11-17 08:15:16,Housekeeping,Standard,35,2025-11-17 11:15:16,Completed,2025-11-17 09:09:16
R0000788,2025-11-17 18:57:35,Housekeeping,Standard,35,2025-11-17 21:30:35,Completed,2025-11-17 20:06:35
R0000789,2025-11-17 20:36:02,FrontDesk,Urgent,6,2025-11-17 21:16:02,Completed,2025-11-17 20:44:02
R0000790,2025-11-17 21:55:37,Housekeeping,Standard,35,2025-11-18 00:25:37,Completed,2025-11-17 22:48:37
R0000791,2025-11-17 10:03:57,Housekeeping,Standard,35,2025-11-17 11:45:57,Completed,2025-11-17 10:37:57
R0000792,2025-11-17 20:57:17,F&B,Standard,25,2025-11-17 23:08:17,Completed,2025-11-17 21:35:17
R0000793,2025-11-17 20:23:26,FrontDesk,Standard,12,2025-11-17 22:03:26,Completed,2025-11-17 20:58:26
R0000794,2025-11-17 17:37:30,Housekeeping,Standard,35,2025-11-17 19:39:30,Completed,2025-11-17 18:29:30
R0000795,2025-11-17 14:40:24,FrontDesk,Standard,12,2025-11-17 16:41:24,Completed,2025-11-17 15:01:24
R0000796,2025-11-17 11:25:18,F&B,Standard,25,2025-11-17 13:22:18,Completed,2025-11-17 11:54:18
R0000797,2025-11-17 21:45:47,FrontDesk,Standard,12,2025-11-18 00:39:47,Completed,2025-11-17 22:17:47
R0000798,2025-11-17 21:52:00,Housekeeping,Standard,35,2025-11-18 00:26:00,Completed,2025-11-17 22:49:00
R0000799,2025-11-17 18:34:37,FrontDesk,Standard,12,2025-11-17 19:53:37,Completed,2025-11-17 18:48:37
R0000800,2025-11-17 19:38:34,Housekeeping,Standard,35,2025-11-17 22:18:34,Completed,2025-11-17 20:32:34
R0000801,2025-11-17 14:19:13,FrontDesk,Standard,12,2025-11-17 16:57:13,Completed,2025-11-17 14:59:13
R0000802,2025-11-17 22:41:13,FrontDesk,Standard,12,2025-11-18 01:15:13,Completed,2025-11-17 23:14:13
R0000803,2025-11-17 19:01:26,F&B,Standard,25,2025-11-17 21:55:26,Completed,2025-11-17 19:32:26
R0000804,2025-11-17 19:05:33,F&B,Standard,25,2025-11-17 21:09:33,Completed,2025-11-17 20:01:33
R0000805,2025-11-17 21:06:06,Housekeeping,Standard,35,2025-11-17 23:48:06,Completed,2025-11-17 21:46:06
R0000806,2025-11-17 18:40:11,Housekeeping,Standard,35,2025-11-17 21:20:11,Completed,2025-11-17 20:01:11
R0000807,2025-11-17 11:36:25,FrontDesk,Standard,12,2025-11-17 13:09:25,Completed,2025-11-17 12:00:25
R0000808,2025-11-17 07:59:18,F&B,Standard,25,2025-11-17 10:24:18,Open,
R0000809,2025-11-17 13:37:56,Housekeeping,Standard,35,2025-11-17 16:28:56,Completed,2025-11-17 14:30:56
R0000810,2025-11-17 12:14:15,Housekeeping,Standard,35,2025-11-17 15:14:15,Completed,2025-11-17 13:10:15
R0000811,2025-11-17 11:50:54,FrontDesk,Standard,12,2025-11-17 14:29:54,Completed,2025-11-17 12:19:54
R0000812,2025-11-17 21:35:06,FrontDesk,Standard,12,2025-11-17 23:32:06,Completed,2025-11-17 22:10:06
R0000813,2025-11-17 10:37:04,F&B,Standard,25,2025-11-17 11:40:04,Completed,2025-11-17 11:11:04
