request_id,staff_id,assigned_dt,completed_dt,actual_minutes
R0001493,S022,2025-11-20 17:17:22,2025-11-20 18:17:22,43.0
R0001494,S006,2025-11-20 09:54:47,2025-11-20 10:24:47,68.0
R0001495,S023,2025-11-20 20:15:29,2025-11-20 20:15:29,23.0
R0001496,S018,2025-11-20 08:35:34,2025-11-20 08:57:34,23.0
R0001497,S002,2025-11-20 20:20:13,2025-11-20 20:45:13,40.0
R0001498,S008,2025-11-20 11:02:17,2025-11-20 11:25:17,11.0
R0001499,S026,2025-11-20 13:53:47,2025-11-20 13:49:47,19.0
R0001500,S022,2025-11-20 22:46:32,2025-11-20 23:32:32,36.0
R0001501,S004,2025-11-20 10:01:12,2025-11-20 10:18:12,12.0
R0001502,S002,2025-11-20 13:48:45,2025-11-20 14:12:45,13.0
R0001503,S020,2025-11-20 19:17:07,2025-11-20 19:52:07,41.0
R0001504,S027,2025-11-20 18:55:13,2025-11-20 18:52:13,-20.0
R0001505,S018,2025-11-20 12:37:48,2025-11-20 13:26:48,53.0
R0001506,S023,2025-11-20 22:08:20,2025-11-20 21:38:20,8.0
R0001507,S010,2025-11-20 15:02:13,2025-11-20 15:27:13,38.0
R0001508,S010,2025-11-20 18:59:29,2025-11-20 18:58:29,41.0
R0001509,S021,2025-11-20 18:22:19,2025-11-20 18:23:19,37.0
R0001510,S010,2025-11-20 11:35:48,2025-11-20 12:02:48,22.0
R0001511,S028,2025-11-20 22:48:10,2025-11-20 22:51:10,28.0
R0001512,S006,2025-11-20 19:05:46,2025-11-20 19:13:46,11.0
R0001513,S007,2025-11-21 19:11:21,2025-11-21 19:09:21,9.0
R0001514,S022,2025-11-21 22:13:01,2025-11-21 22:33:01,30.0
R0001515,S006,2025-11-21 15:29:02,2025-11-21 15:26:02,10.0
R0001516,S027,2025-11-21 14:41:33,,
R0001517,S017,2025-11-21 21:43:42,2025-11-21 21:50:42,40.0
R0001518,S007,2025-11-21 10:44:13,2025-11-21 11:07:13,13.0
R0001519,S021,2025-11-21 21:26:05,2025-11-21 22:06:05,37.0
R0001520,S005,2025-11-21 07:41:47,,
R0001521,S009,2025-11-21 14:31:20,,
R0001522,S009,2025-11-21 12:05:13,2025-11-21 12:54:13,36.0
R0001523,S031,2025-11-21 21:44:28,2025-11-21 22:18:28,33.0
R0001524,S005,2025-11-21 18:07:38,2025-11-21 18:13:38,-13.0
R0001525,S034,2025-11-21 21:53:42,,
R0001526,S014,2025-11-21 13:19:12,2025-11-21 13:42:12,40.0
R0001527,S032,2025-11-21 10:06:34,2025-11-21 10:26:34,20.0
R0001528,S024,2025-11-21 12:00:32,2025-11-21 12:16:32,18.0
R0001529,S017,2025-11-21 19:31:04,2025-11-21 19:49:04,33.0
R0001530,S023,2025-11-21 09:42:17,2025-11-21 09:51:17,31.0
R0001531,S001,2025-11-21 19:19:08,2025-11-21 19:53:08,12.0
R0001532,S023,2025-11-21 08:40:32,2025-11-21 08:40:32,21.0
R0001533,S011,2025-11-21 19:32:34,2025-11-21 20:11:34,37.0
R0001534,S029,2025-11-21 17:37:42,2025-11-21 18:00:42,33.0
R0001535,S015,2025-11-21 13:59:38,2025-11-21 14:17:38,19.0
R0001536,S007,2025-11-21 21:23:40,2025-11-21 22:16:40,35.0
R0001537,S014,2025-11-21 19:42:02,2025-11-21 20:06:02,20.0
R0001538,S024,2025-11-21 11:39:09,2025-11-21 11:53:09,25.0
R0001539,S022,2025-11-21 20:22:28,2025-11-21 20:10:28,14.0
R0001540,S021,2025-11-21 10:20:51,2025-11-21 11:06:51,49.0
R0001541,S006,2025-11-21 15:19:28,2025-11-21 14:54:28,11.0
R0001542,S007,2025-11-21 16:28:19,2025-11-21 17:01:19,10.0
R0001543,S007,2025-11-21 22:05:50,,11.0
R0001544,S002,2025-11-21 18:58:44,2025-11-21 19:02:44,17.0
R0001545,S014,2025-11-21 11:51:00,2025-11-21 12:17:00,34.0
R0001546,S005,2025-11-21 18:41:46,2025-11-21 18:45:46,8.0
R0001547,S010,2025-11-21 17:54:25,2025-11-21 18:29:25,31.0
R0001548,S021,2025-11-21 14:32:48,,
R0001549,S032,2025-11-21 17:32:29,,
R0001550,S010,2025-11-21 11:20:11,2025-11-21 12:03:11,48.0
R0001551,S029,2025-11-21 08:37:29,2025-11-21 09:11:29,20.0
R0001552,S007,2025-11-21 18:40:52,2025-11-21 19:05:52,13.0
R0001553,S034,2025-11-21 12:22:38,,
R0001554,S002,2025-11-21 12:57:41,2025-11-21 13:01:41,15.0
R0001555,S024,2025-11-21 19:44:42,2025-11-21 19:51:42,10.0
R0001556,S011,2025-11-21 13:48:48,2025-11-21 14:01:48,50.0
R0001557,S014,2025-11-21 20:04:29,2025-11-21 20:47:29,40.0
R0001558,S011,2025-11-21 11:30:41,2025-11-21 11:30:41,22.0
R0001559,S027,2025-11-21 23:17:47,2025-11-21 23:33:47,20.0
R0001560,S022,2025-11-21 18:23:44,2025-11-21 18:59:44,38.0
R0001561,S005,2025-11-21 12:53:57,2025-11-21 13:09:57,16.0
R0001562,S034,2025-11-21 13:53:13,2025-11-21 13:57:13,17.0
R0001563,S031,2025-11-21 19:03:45,2025-11-21 19:35:45,16.0
R0001564,S011,2025-11-21 20:03:42,2025-11-21 20:42:42,16.0
R0001565,S014,2025-11-21 07:53:19,,
R0001566,S032,2025-11-21 09:56:32,,
R0001567,S007,2025-11-21 08:08:01,2025-11-21 08:10:01,10.0
R0001568,S001,2025-11-21 19:40:28,2025-11-21 19:42:28,12.0
R0001569,S015,2025-11-21 15:16:17,2025-11-21 15:26:17,38.0
R0001570,S001,2025-11-21 20:18:05,2025-11-21 20:34:05,11.0
R0001571,S021,2025-11-21 13:21:57,,
R0001572,S029,2025-11-21 19:55:19,2025-11-21 19:50:19,25.0
R0001573,S015,2025-11-21 21:18:37,2025-11-21 21:42:37,41.0
R0001574,S002,2025-11-21 08:04:47,2025-11-21 08:34:47,14.0
R0001575,S006,2025-11-21 21:43:49,2025-11-21 21:58:49,9.0
R0001576,S005,2025-11-21 20:47:35,2025-11-21 22:03:35,61.0
R0001577,S017,2025-11-21 12:02:28,2025-11-21 13:03:28,41.0
R0001578,S011,2025-11-21 22:19:15,2025-11-21 22:18:15,29.0
R0001579,S031,2025-11-21 14:13:31,2025-11-21 14:25:31,18.0
R0001580,S032,2025-11-21 21:20:29,2025-11-21 21:30:29,25.0
R0001581,S009,2025-11-21 21:00:45,2025-11-21 21:03:45,24.0
R0001582,S005,2025-11-21 12:37:04,,
R0001583,S029,2025-11-21 22:12:42,2025-11-21 22:14:42,13.0
R0001584,S005,2025-11-21 19:34:18,2025-11-21 19:25:18,9.0
R0001585,S002,2025-11-21 20:27:56,,
R0001586,S031,2025-11-21 10:40:54,2025-11-21 11:07:54,27.0
R0001587,S023,2025-11-21 18:08:58,2025-11-21 18:17:58,9.0
R0001588,S014,2025-11-21 21:31:14,2025-11-21 21:32:14,38.0
R0001589,S006,2025-11-21 20:50:46,2025-11-21 20:30:46,5.0
R0001590,S031,2025-11-21 20:21:46,2025-11-21 20:47:46,19.0
R0001591,S005,2025-11-21 18:34:30,2025-11-21 19:05:30,16.0
R0001592,S006,2025-11-21 21:20:48,2025-11-21 21:25:48,5.0
R0001593,S001,2025-11-21 22:01:51,2025-11-21 23:31:51,87.0
R0001594,S011,2025-11-21 12:15:12,2025-11-21 12:30:12,16.0
R0001595,S002,2025-11-21 13:20:33,2025-11-21 14:28:33,68.0
R0001596,S002,2025-11-21 09:11:34,,
R0001597,S014,2025-11-21 21:49:10,2025-11-21 22:31:10,43.0
R0001598,S011,2025-11-21 20:10:30,2025-11-21 20:36:30,29.0
R0001599,S023,2025-11-21 15:28:03,2025-11-21 15:31:03,22.0
R0001600,S031,2025-11-21 19:10:42,2025-11-21 19:14:42,19.0
R0001601,S007,2025-11-21 21:46:18,2025-11-21 22:05:18,12.0
R0001602,S007,2025-11-21 18:37:37,2025-11-21 18:32:37,12.0
R0001603,S015,2025-11-21 21:35:42,,36.0
R0001604,S005,2025-11-21 19:08:03,2025-11-21 18:57:03,14.0
R0001605,S002,2025-11-21 12:00:07,2025-11-21 11:37:07,13.0
R0001606,S022,2025-11-21 12:27:34,2025-11-21 12:43:34,30.0
R0001607,S001,2025-11-21 19:13:38,2025-11-21 20:27:38,62.0
R0001608,S007,2025-11-21 19:02:22,2025-11-21 18:50:22,13.0
R0001609,S024,2025-11-21 12:28:42,2025-11-21 12:48:42,29.0
R0001610,S015,2025-11-21 20:41:00,,32.0
R0001611,S021,2025-11-21 10:26:50,2025-11-21 11:19:50,35.0
R0001612,S023,2025-11-21 09:30:39,2025-11-21 10:05:39,15.0
R0001613,S002,2025-11-21 18:20:37,2025-11-21 18:49:37,15.0
R0001614,S011,2025-11-21 19:03:05,2025-11-21 19:36:05,32.0
R0001615,S002,2025-11-21 13:02:10,,
R0001616,S031,2025-11-21 19:07:18,2025-11-21 19:39:18,29.0
R0001617,S002,2025-11-21 16:40:57,2025-11-21 17:11:57,53.0
R0001618,S022,2025-11-21 11:29:11,2025-11-21 12:08:11,30.0
R0001619,S001,2025-11-21 16:04:51,,
R0001620,S024,2025-11-21 09:29:16,,
R0001621,S005,2025-11-21 07:41:29,2025-11-21 07:35:29,14.0
R0001622,S026,2025-11-21 14:59:42,2025-11-21 15:48:42,27.0
R0001623,S001,2025-11-21 16:42:59,2025-11-21 18:05:59,80.0
R0001624,S034,2025-11-21 20:07:02,2025-11-21 21:04:02,33.0
R0001625,S002,2025-11-21 18:37:33,,
R0001626,S009,2025-11-21 14:03:51,,
R0001627,S006,2025-11-21 18:56:03,,
R0001628,S001,2025-11-21 22:03:31,2025-11-21 22:58:31,63.0
R0001629,S005,2025-11-21 19:17:27,2025-11-21 18:52:27,8.0
R0001630,S022,2025-11-21 14:20:58,2025-11-21 14:46:58,28.0
R0001631,S032,2025-11-21 17:46:34,2025-11-21 18:38:34,29.0
R0001632,S026,2025-11-21 10:23:54,,
R0001633,S010,2025-11-21 17:29:47,2025-11-21 18:01:47,46.0
R0001634,S021,2025-11-21 19:00:36,2025-11-21 20:09:36,43.0
R0001635,S006,2025-11-21 13:23:10,2025-11-21 13:18:10,12.0
R0001636,S002,2025-11-21 21:47:06,2025-11-21 22:04:06,16.0
R0001637,S034,2025-11-21 20:50:02,,
R0001638,S001,2025-11-21 08:30:41,2025-11-21 08:17:41,3.0
R0001639,S022,2025-11-21 10:28:57,2025-11-21 11:17:57,32.0
R0001640,S007,2025-11-21 18:20:58,2025-11-21 18:06:58,15.0
R0001641,S022,2025-11-21 13:45:04,2025-11-21 14:26:04,42.0
R0001642,S031,2025-11-21 22:10:22,2025-11-21 22:18:22,14.0
R0001643,S005,2025-11-21 13:38:57,2025-11-21 14:04:57,16.0
R0001644,S005,2025-11-21 11:38:00,2025-11-21 11:32:00,18.0
R0001645,S006,2025-11-21 15:35:14,2025-11-21 16:09:14,18.0
R0001646,S029,2025-11-21 09:08:02,2025-11-21 09:24:02,25.0
R0001647,S027,2025-11-21 18:32:05,2025-11-21 18:58:05,27.0
R0001648,S006,2025-11-21 10:28:51,2025-11-21 10:13:51,17.0
R0001649,S023,2025-11-21 08:44:21,2025-11-21 09:16:21,30.0
R0001650,S005,2025-11-21 11:55:37,,
R0001651,S034,2025-11-21 23:05:43,,
R0001652,S023,2025-11-21 21:22:24,2025-11-21 21:12:24,20.0
R0001653,S006,2025-11-21 14:38:21,2025-11-21 14:43:21,13.0
R0001654,S002,2025-11-21 16:15:52,2025-11-21 16:43:52,-14.0
R0001655,S005,2025-11-21 09:49:17,2025-11-21 10:16:17,61.0
R0001656,S032,2025-11-21 07:12:15,2025-11-21 07:35:15,25.0
R0001657,S009,2025-11-21 20:16:45,2025-11-21 20:54:45,41.0
R0001658,S007,2025-11-21 22:23:30,2025-11-21 23:29:30,81.0
R0001659,S006,2025-11-21 13:17:38,2025-11-21 13:03:38,4.0
R0001660,S021,2025-11-21 21:26:10,2025-11-21 21:35:10,38.0
R0001661,S002,2025-11-21 15:45:55,2025-11-21 15:33:55,10.0
R0001662,S032,2025-11-21 23:01:14,2025-11-21 23:49:14,37.0
R0001663,S034,2025-11-21 12:30:33,2025-11-21 12:47:33,13.0
R0001664,S024,2025-11-21 11:08:05,2025-11-21 11:53:05,27.0
R0001665,S029,2025-11-21 20:47:22,,
R0001666,S014,2025-11-21 20:50:08,,
R0001667,S001,2025-11-21 11:41:11,2025-11-21 11:22:11,6.0
R0001668,S017,2025-11-21 10:15:27,2025-11-21 10:28:27,22.0
R0001669,S021,2025-11-21 21:09:14,2025-11-21 21:23:14,28.0
R0001670,S027,2025-11-21 21:56:23,2025-11-21 22:21:23,26.0
R0001671,S014,2025-11-21 11:45:24,2025-11-21 11:50:24,17.0
R0001672,S027,2025-11-21 20:52:51,2025-11-21 21:12:51,16.0
R0001673,S002,2025-11-21 19:37:02,2025-11-21 19:56:02,27.0
R0001674,S031,2025-11-21 14:27:04,2025-11-21 14:15:04,20.0
R0001675,S001,2025-11-21 13:33:56,2025-11-21 13:18:56,11.0
R0001676,S002,2025-11-21 23:11:46,2025-11-21 23:10:46,14.0
R0001677,S011,2025-11-21 21:59:57,,
R0001678,S021,2025-11-21 20:38:11,2025-11-21 21:12:11,44.0
R0001679,S022,2025-11-21 14:30:54,2025-11-21 15:01:54,43.0
R0001680,S021,2025-11-21 20:02:30,2025-11-21 20:50:30,33.0
R0001681,S002,2025-11-21 16:27:01,2025-11-21 17:43:01,56.0
R0001682,S002,2025-11-21 21:08:47,2025-11-21 20:57:47,9.0
R0001683,S002,2025-11-21 19:36:54,2025-11-21 19:42:54,8.0
R0001684,S005,2025-11-21 17:08:29,2025-11-21 18:24:29,-61.0
R0001685,S009,2025-11-21 14:56:59,2025-11-21 15:43:59,44.0
R0001686,S007,2025-11-21 21:52:53,2025-11-21 22:13:53,15.0
R0001687,S002,2025-11-21 17:15:21,,
R0001688,S001,2025-11-21 16:42:50,2025-11-21 16:46:50,10.0
R0001689,S009,2025-11-21 11:42:22,2025-11-21 12:06:22,17.0
R0001690,S014,2025-11-21 22:14:50,,
R0001691,S001,2025-11-21 07:42:35,2025-11-21 08:01:35,12.0
R0001692,S021,2025-11-21 09:02:51,,
R0001693,S007,2025-11-21 12:56:51,2025-11-21 13:55:51,58.0
R0001694,S006,2025-11-21 19:18:39,2025-11-21 19:34:39,33.0
R0001695,S021,2025-11-21 20:27:04,2025-11-21 21:35:04,56.0
R0001696,S001,2025-11-21 18:32:24,,
R0001697,S034,2025-11-21 13:07:22,2025-11-21 13:29:22,32.0
R0001698,S006,2025-11-21 23:01:09,2025-11-21 23:01:09,15.0
R0001699,S009,2025-11-21 21:52:16,2025-11-21 22:24:16,38.0
R0001700,S002,2025-11-21 08:46:06,2025-11-21 08:43:06,10.0
R0001701,S023,2025-11-21 17:17:59,2025-11-21 17:43:59,23.0
R0001702,S032,2025-11-21 21:54:45,2025-11-21 22:05:45,16.0
R0001703,S005,2025-11-21 18:46:57,2025-11-21 18:17:57,10.0
R0001704,S007,2025-11-21 22:00:40,2025-11-21 22:19:40,24.0
R0001705,S031,2025-11-21 14:08:55,2025-11-21 14:23:55,26.0
R0001706,S014,2025-11-21 21:15:26,2025-11-21 21:33:26,30.0
R0001707,S029,2025-11-21 19:17:06,2025-11-21 19:28:06,18.0
R0001708,S006,2025-11-21 12:46:53,2025-11-21 12:30:53,4.0
R0001709,S007,2025-11-21 11:16:44,2025-11-21 12:22:44,48.0
R0001710,S022,2025-11-21 18:47:33,2025-11-21 19:31:33,47.0
R0001711,S006,2025-11-21 15:44:50,2025-11-21 16:03:50,14.0
R0001712,S006,2025-11-21 15:16:54,2025-11-21 15:17:54,9.0
R0001713,S006,2025-11-21 13:26:06,,
R0001714,S005,2025-11-21 21:31:48,2025-11-21 22:03:48,11.0
R0001715,S024,2025-11-21 22:14:46,2025-11-21 22:29:46,23.0
R0001716,S024,2025-11-21 09:10:16,2025-11-21 09:54:16,32.0
R0001717,S022,2025-11-21 19:19:37,2025-11-21 20:13:37,38.0
R0001718,S015,2025-11-21 21:25:05,2025-11-21 21:37:05,38.0
R0001719,S017,2025-11-21 20:29:13,2025-11-21 20:53:13,48.0
R0001720,S029,2025-11-21 21:18:49,2025-11-21 21:39:49,35.0
R0001721,S006,2025-11-21 19:58:36,,
R0001722,S015,2025-11-21 21:22:19,2025-11-21 21:14:19,15.0
R0001723,S014,2025-11-21 20:09:59,2025-11-21 20:36:59,32.0
R0001724,S007,2025-11-21 17:12:24,2025-11-21 17:15:24,12.0
R0001725,S023,2025-11-21 08:34:21,2025-11-21 09:14:21,19.0
R0001726,S022,2025-11-21 20:26:00,2025-11-21 20:26:00,36.0
R0001727,S002,2025-11-21 14:02:06,2025-11-21 14:05:06,13.0
R0001728,S021,2025-11-21 13:09:59,2025-11-21 13:29:59,31.0
R0001729,S024,2025-11-21 15:07:11,2025-11-21 14:51:11,22.0
R0001730,S006,2025-11-21 13:55:37,2025-11-21 13:37:37,7.0
R0001731,S010,2025-11-21 21:17:01,2025-11-21 22:05:01,33.0
R0001732,S015,2025-11-21 16:45:41,,
R0001733,S002,2025-11-21 14:47:48,2025-11-21 16:12:48,84.0
R0001734,S005,2025-11-21 10:10:15,,
R0001735,S011,2025-11-21 09:29:08,2025-11-21 09:47:08,39.0
R0001736,S007,2025-11-21 09:17:55,2025-11-21 08:56:55,11.0
R0001737,S007,2025-11-21 14:07:45,2025-11-21 14:02:45,11.0
R0001738,S006,2025-11-21 11:58:48,2025-11-21 12:26:48,10.0
R0001739,S015,2025-11-21 19:40:42,2025-11-21 20:13:42,43.0
R0001740,S001,2025-11-21 19:48:24,2025-11-21 19:18:24,11.0
R0001741,S021,2025-11-21 12:43:07,2025-11-21 12:43:07,15.0
R0001742,S022,2025-11-21 08:50:35,2025-11-21 09:01:35,40.0
R0001743,S027,2025-11-21 15:35:50,2025-11-21 16:18:50,33.0
R0001744,S015,2025-11-21 09:29:11,2025-11-21 09:57:11,28.0
R0001745,S001,2025-11-21 13:16:23,2025-11-21 14:05:23,47.0
R0001746,S002,2025-11-21 20:55:07,2025-11-21 21:44:07,52.0
R0001747,S009,2025-11-21 20:04:18,2025-11-21 19:52:18,29.0
R0001748,S022,2025-11-21 14:26:54,2025-11-21 14:46:54,32.0
R0001749,S014,2025-11-21 21:03:25,2025-11-21 21:16:25,29.0
R0001750,S014,2025-11-21 10:01:58,2025-11-21 10:41:58,34.0
R0001751,S024,2025-11-21 21:37:32,2025-11-21 22:06:32,22.0
R0001752,S022,2025-11-21 07:42:01,2025-11-21 08:31:01,26.0
R0001753,S014,2025-11-21 21:14:20,2025-11-21 21:38:20,39.0
R0001754,S021,2025-11-21 22:32:09,,
R0001755,S002,2025-11-21 13:19:12,2025-11-21 12:57:12,10.0
R0001756,S017,2025-11-21 08:45:36,2025-11-21 08:41:36,32.0
R0001757,S010,2025-11-21 22:40:13,2025-11-21 22:40:13,35.0
R0001758,S005,2025-11-21 19:10:10,2025-11-21 20:07:10,72.0
R0001759,S007,2025-11-21 20:12:09,2025-11-21 20:30:09,12.0
R0001760,S029,2025-11-21 10:18:06,2025-11-21 10:48:06,26.0
R0001761,S031,2025-11-21 22:10:11,2025-11-21 22:56:11,36.0
R0001762,S032,2025-11-21 20:46:00,2025-11-21 20:53:00,22.0
R0001763,S001,2025-11-21 09:24:55,2025-11-21 09:49:55,12.0
R0001764,S005,2025-11-21 10:42:50,,
R0001765,S009,2025-11-21 20:17:31,2025-11-21 20:18:31,29.0
R0001766,S022,2025-11-21 22:22:57,2025-11-21 22:45:57,33.0
R0001767,S017,2025-11-21 22:23:56,,
R0001768,S029,2025-11-21 18:22:02,2025-11-21 18:30:02,24.0
R0001769,S001,2025-11-21 20:05:01,2025-11-21 19:31:01,3.0
R0001770,S021,2025-11-21 19:13:14,2025-11-21 19:33:14,30.0
R0001771,S005,2025-11-21 09:50:45,2025-11-21 09:20:45,9.0
R0001772,S015,2025-11-21 13:00:51,2025-11-21 13:32:51,44.0
R0001773,S005,2025-11-21 09:19:24,2025-11-21 09:27:24,40.0
R0001774,S023,2025-11-21 17:32:02,2025-11-21 17:47:02,25.0
R0001775,S005,2025-11-21 15:41:17,2025-11-21 16:21:17,45.0
R0001776,S031,2025-11-21 20:58:12,2025-11-21 20:58:12,15.0
R0001777,S001,2025-11-21 09:40:28,2025-11-21 09:37:28,8.0
R0001778,S024,2025-11-21 17:32:52,2025-11-21 18:00:52,34.0
R0001779,S010,2025-11-21 20:21:05,2025-11-21 20:55:05,34.0
R0001780,S005,2025-11-21 17:28:29,2025-11-21 17:40:29,9.0
R0001781,S029,2025-11-21 09:36:33,2025-11-21 10:00:33,27.0
R0001782,S024,2025-11-21 21:40:29,2025-11-21 21:52:29,18.0
R0001783,S001,2025-11-21 15:29:24,2025-11-21 15:17:24,13.0
R0001784,S001,2025-11-21 20:34:54,2025-11-21 20:44:54,7.0
R0001785,S010,2025-11-21 14:28:44,,
R0001786,S007,2025-11-21 15:36:32,2025-11-21 16:35:32,74.0
R0001787,S034,2025-11-21 20:29:28,2025-11-21 20:41:28,13.0
R0001788,S031,2025-11-21 19:25:54,2025-11-21 19:28:54,13.0
R0001789,S021,2025-11-21 22:59:34,2025-11-21 23:50:34,31.0
R0001790,S011,2025-11-21 17:03:46,2025-11-21 17:39:46,32.0
R0001791,S010,2025-11-21 22:19:25,2025-11-21 22:45:25,28.0
R0001792,S034,2025-11-21 11:55:44,2025-11-21 12:06:44,23.0
R0001793,S024,2025-11-21 21:06:12,2025-11-21 21:38:12,9.0
R0001794,S002,2025-11-22 19:23:27,,
R0001795,S011,2025-11-22 20:59:14,,
R0001796,S026,2025-11-22 20:25:01,2025-11-22 20:11:01,23.0
R0001797,S013,2025-11-22 21:53:09,,
R0001798,S008,2025-11-22 10:53:17,2025-11-22 11:10:17,9.0
R0001799,S003,2025-11-22 20:30:30,2025-11-22 20:11:30,14.0
R0001800,S002,2025-11-22 18:24:32,2025-11-22 18:55:32,11.0
R0001801,S003,2025-11-22 21:30:59,2025-11-22 21:52:59,8.0
R0001802,S032,2025-11-22 14:18:36,2025-11-22 14:33:36,20.0
R0001803,S010,2025-11-22 22:14:10,2025-11-22 22:05:10,29.0
R0001804,S025,2025-11-22 11:56:08,2025-11-22 12:13:08,24.0
R0001805,S020,2025-11-22 21:08:43,2025-11-22 20:58:43,21.0
R0001806,S002,2025-11-22 18:36:31,2025-11-22 18:43:31,5.0
R0001807,S007,2025-11-22 12:34:07,2025-11-22 12:10:07,13.0
R0001808,S005,2025-11-22 07:42:19,2025-11-22 07:41:19,6.0
R0001809,S006,2025-11-22 18:19:23,,
R0001810,S017,2025-11-22 15:30:20,2025-11-22 15:54:20,42.0
R0001811,S032,2025-11-22 15:33:37,2025-11-22 16:02:37,26.0
R0001812,S005,2025-11-22 21:19:57,2025-11-22 21:34:57,9.0
R0001813,S017,2025-11-22 15:13:25,2025-11-22 15:43:25,36.0
R0001814,S013,2025-11-22 21:06:04,2025-11-22 20:40:04,5.0
R0001815,S013,2025-11-22 09:31:57,2025-11-22 10:18:57,38.0
R0001816,S025,2025-11-22 21:50:52,2025-11-22 22:15:52,26.0
R0001817,S012,2025-11-22 19:15:59,2025-11-22 20:01:59,59.0
R0001818,S017,2025-11-22 11:42:48,,
R0001819,S030,2025-11-22 22:30:05,2025-11-22 23:14:05,29.0
R0001820,S019,2025-11-22 21:38:53,2025-11-22 21:20:53,22.0
R0001821,S005,2025-11-22 18:03:07,2025-11-22 18:56:07,82.0
R0001822,S027,2025-11-22 21:52:33,2025-11-22 22:16:33,21.0
R0001823,S011,2025-11-22 21:15:39,,28.0
R0001824,S025,2025-11-22 13:31:18,2025-11-22 13:29:18,34.0
R0001825,S012,2025-11-22 19:24:04,,
R0001826,S026,2025-11-22 07:34:04,2025-11-22 07:57:04,11.0
R0001827,S011,2025-11-22 18:24:22,2025-11-22 19:11:22,36.0
R0001828,S003,2025-11-22 17:24:47,2025-11-22 18:00:47,66.0
R0001829,S002,2025-11-22 09:26:10,2025-11-22 09:13:10,11.0
R0001830,S005,2025-11-22 07:21:21,2025-11-22 07:28:21,12.0
R0001831,S003,2025-11-22 10:03:35,2025-11-22 10:07:35,10.0
R0001832,S003,2025-11-22 18:26:14,2025-11-22 18:51:14,41.0
R0001833,S027,2025-11-22 18:10:54,2025-11-22 18:51:54,29.0
R0001834,S026,2025-11-22 20:27:03,2025-11-22 20:56:03,23.0
R0001835,S026,2025-11-22 07:50:52,2025-11-22 07:45:52,8.0
R0001836,S027,2025-11-22 14:16:50,2025-11-22 14:04:50,21.0
R0001837,S007,2025-11-22 19:39:56,2025-11-22 21:07:56,79.0
R0001838,S025,2025-11-22 12:56:46,2025-11-22 12:53:46,33.0
R0001839,S026,2025-11-22 17:55:32,2025-11-22 18:31:32,34.0
R0001840,S017,2025-11-22 19:39:55,2025-11-22 20:18:55,37.0
R0001841,S011,2025-11-22 13:20:40,2025-11-22 14:01:40,34.0
R0001842,S016,2025-11-22 18:34:53,2025-11-22 18:39:53,14.0
R0001843,S030,2025-11-22 19:17:23,2025-11-22 18:58:23,16.0
R0001844,S006,2025-11-22 12:53:52,2025-11-22 13:10:52,8.0
R0001845,S017,2025-11-22 17:10:39,2025-11-22 17:30:39,35.0
R0001846,S019,2025-11-22 20:10:51,2025-11-22 20:33:51,24.0
R0001847,S019,2025-11-22 16:31:47,2025-11-22 17:02:47,33.0
R0001848,S027,2025-11-22 14:36:16,2025-11-22 14:45:16,18.0
R0001849,S027,2025-11-22 12:09:17,2025-11-22 12:42:17,-18.0
R0001850,S002,2025-11-22 10:23:15,,
R0001851,S032,2025-11-22 21:08:02,2025-11-22 21:10:02,24.0
R0001852,S011,2025-11-22 16:08:58,2025-11-22 16:20:58,36.0
R0001853,S026,2025-11-22 20:20:47,2025-11-22 19:53:47,15.0
R0001854,S014,2025-11-22 11:58:16,2025-11-22 12:36:16,34.0
R0001855,S017,2025-11-22 14:43:43,2025-11-22 15:19:43,46.0
R0001856,S025,2025-11-22 19:15:46,2025-11-22 19:53:46,31.0
R0001857,S011,2025-11-22 13:20:28,,
R0001858,S019,2025-11-22 20:23:17,2025-11-22 20:19:17,29.0
R0001859,S002,2025-11-22 18:49:56,,
R0001860,S005,2025-11-22 08:40:13,2025-11-22 08:40:13,9.0
R0001861,S026,2025-11-22 14:47:27,2025-11-22 14:55:27,18.0
R0001862,S012,2025-11-22 09:01:10,,32.0
R0001863,S030,2025-11-22 18:36:47,2025-11-22 19:03:47,24.0
R0001864,S026,2025-11-22 14:40:51,,15.0
R0001865,S003,2025-11-22 07:35:55,2025-11-22 07:43:55,13.0
R0001866,S009,2025-11-22 16:38:58,2025-11-22 16:56:58,26.0
R0001867,S002,2025-11-22 23:27:59,2025-11-22 23:38:59,20.0
R0001868,S032,2025-11-22 09:06:27,2025-11-22 09:40:27,32.0
R0001869,S016,2025-11-22 14:15:30,2025-11-22 14:52:30,39.0
R0001870,S032,2025-11-22 14:38:30,2025-11-22 15:00:30,26.0
R0001871,S032,2025-11-22 18:28:01,2025-11-22 19:11:01,23.0
R0001872,S016,2025-11-22 18:45:44,2025-11-22 19:40:44,31.0
R0001873,S007,2025-11-22 18:56:34,2025-11-22 19:06:34,12.0
R0001874,S019,2025-11-22 16:34:14,2025-11-22 17:32:14,34.0
R0001875,S003,2025-11-22 12:31:00,2025-11-22 13:00:00,50.0
R0001876,S016,2025-11-22 17:16:22,2025-11-22 17:39:22,31.0
R0001877,S017,2025-11-22 16:45:24,,
R0001878,S025,2025-11-22 23:12:29,,29.0
R0001879,S026,2025-11-22 10:39:38,2025-11-22 10:46:38,25.0
R0001880,S009,2025-11-22 18:32:44,2025-11-22 18:53:44,49.0
